Stat_ID,MONLOC_AB,DataLoggerLineName,Stat_DATE,ActivityIdentifier,ActivityMediaName,CharacteristicName,StatMEASURE,ResultMeasureUnitCode,DataType,UseForCalc,StatisticalBaseCode,TimeBasisName,NumResults,COMMENTS,CreatedDateTime,LastChangeDate,ActivityInTWQD
168731F5-BD9D-412F-B9BE-C6E34585F1EC,CANYOTH1,10699480,7/29/2021,CANYOTH1_20210729_2021Sum_TS,Water,"Temperature, water",13.185,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
168769DB-9595-4764-AAA8-E57F6DCF1447,CHALATH2,21119057,7/1/2021,CHALATH2_20210701_2021Sum_TS,Water,"Temperature, water",17.8867,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
1688271A-D22E-4E9A-A96E-ED351AB9B32E,CANYOTH1,10699480,7/5/2022,CANYOTH1_20220705_2022Sum_TS,Water,"Temperature, water",11.2516,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
168869C5-BF7E-47D1-9BF5-79795862A327,NOLANDO1,21096024,8/31/2021,NOLANDO1_20210831_2021Sum_TS,Water,Dissolved oxygen (DO),8.58604,mg/l,Calculated,1,Mean,1 Day,96,NULL,35:48.6,24:59.6,NULL
168D1C98-B744-4D14-BB5F-753E4EC35094,GOODTH2,21119036,6/10/2022,GOODTH2_20220610_2022Sum_TS,Water,"Temperature, water",10.5293,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
168D4304-3B84-4A7C-B524-6630FF8D489C,EFIRONMTH1,20651379,6/19/2022,EFIRONMTH1_20220619_2022Sum_TS,Water,"Temperature, water",8.28773,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
168E89A3-82E5-47F5-AD31-0BD4EEF4DFD8,HOHDO2,20742197,9/6/2022,HOHDO2_20220906_2022Sum_TS,Water,Dissolved oxygen (DO),9.92583,mg/l,Calculated,1,Mean,1 Day,96,NULL,04:16.6,24:59.6,NULL
168EB29C-73A2-4254-80E3-46506E8EE133,HOHTH5,21337443,6/13/2022,HOHTH5_20220613_2022Sum_TS,Water,"Temperature, water",8.84,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
168F6D6A-3685-4617-AD03-C3764526E469,NFWINFDTH1,21119068,6/25/2021,NFWINFDTH1_20210625_2021Sum_TS,Water,"Temperature, water",15.377,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
168FEAF8-6C0B-49B1-AEE9-4CD7DCAEF670,LINETH1,20651389,8/4/2021,LINETH1_20210804_2021Sum_TS,Water,"Temperature, water",14.3275,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
1690F704-8FFE-498C-9626-924FD01BEBEF,CEDARTH1,21119059,8/27/2021,CEDARTH1_20210827_2021Sum_TS,Water,"Temperature, water",13.1815,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
169141A1-48CB-42A6-A209-D6EBF9F7C982,LOSTTH1,21119070,5/26/2022,LOSTTH1_20220526_2022Sum_TS,Water,"Temperature, water",9.19936,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16919527-F425-4FC5-808F-BCC618941C6A,OWLTH1,20651380,8/31/2021,OWLTH1_20210831_2021Sum_TS,Water,"Temperature, water",13.5905,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
1691B031-9E34-40AF-B75C-862F48C289ED,WILLOBTH1,21119077,8/30/2021,WILLOBTH1_20210830_2021Sum_TS,Water,"Temperature, water",13.9674,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
16921B22-FBC6-4851-832D-142F86EA9E39,GOODTH1,21119082,7/17/2021,GOODTH1_20210717_2021Sum_TS,Water,"Temperature, water",14.7764,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16923FDD-94E3-44BA-BB4D-1FCDBB68FA35,GOODTH2,21119081,7/1/2021,GOODTH2_20210701_2021Sum_TS,Water,"Temperature, water",14.2402,deg C,Calculated,1,Daily Minimum,1 Day,95,NULL,33:06.0,24:59.6,42:31.2
1693B636-2739-4591-9598-D9CCC6118F29,EFIRONMTH1,20651379,7/25/2022,EFIRONMTH1_20220725_2022Sum_TS,Water,"Temperature, water",12.7601,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16946EA3-9966-46B8-A57B-1F6E2553754C,CEDARTH2,10699459,7/29/2021,CEDARTH2_20210729_2021Sum_TS,Water,"Temperature, water",15.2771,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
1694E40D-9854-440E-8BA1-5FCFEFF36661,WTWINTH2,20651388,9/30/2022,WTWINTH2_20220930_2022Sum_TS,Water,"Temperature, water",12.0509,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
169508C4-81C4-4B4B-A4DE-6A2EEB539F90,JACKTH1,21119079,5/30/2022,JACKTH1_20220530_2021Fall_TS,Water,"Temperature, water",6.94586,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
169514DD-E572-4938-8205-150288FCCDD7,WILLOBTH1,21119023,9/16/2022,WILLOBTH1_20220916_2022Sum_TS,Water,"Temperature, water",14.0211,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16957A69-35AE-4849-A701-3EC74CD4F853,SNIDERTH1,20386526,8/13/2022,SNIDERTH1_20220813_2022Sum_TS,Water,"Temperature, water",11.5762,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
1695CD9B-4493-4B94-8EA9-F8EF005733EF,WTWINTH1,20386534,10/3/2021,WTWINTH1_20211003_2021Sum_TS,Water,"Temperature, water",9.312,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
1695D7AD-CC82-4073-A495-7D430F953433,HOHDO2,20742197,7/22/2022,HOHDO2_20220722_2022Sum_TS,Water,Dissolved oxygen (DO),10.2632,mg/l,Calculated,1,Mean,1 Day,96,NULL,04:16.6,24:59.6,NULL
1695E511-1C08-4D71-A76B-A764777F2946,MAPLETH2,20386531,7/6/2022,MAPLETH2_20220706_2022Sum_TS,Water,"Temperature, water",11.4809,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
1697F801-83F9-41AB-971E-55D274EF8E1A,SNIDERTH1,20386526,8/4/2021,SNIDERTH1_20210804_2021Sum_TS,Water,"Temperature, water",12.2711,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
169D4D6C-4F22-4330-A58D-224CE88797E8,HOHTH3,21119078,6/28/2021,HOHTH3_20210628_2021Sum_TS,Water,"Temperature, water",12.3633,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
169D59E5-35C2-465E-8B77-2F3643AFF7A1,TOWERTH1,20386549,9/28/2022,TOWERTH1_20220928_2022Sum_TS,Water,"Temperature, water",13.257,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
169E08BA-6C2E-4CF2-ACFD-0BB070130013,WFKALTH1,21337440,9/4/2022,WFKALTH1_20220904_2022Sum_TS,Water,"Temperature, water",15.1437,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
169E1BAC-7E2E-4BE9-BA8C-98514A1C270F,BRADENTH2,21119056,7/21/2022,BRADENTH2_20220721_2022Sum_TS,Water,"Temperature, water",12.747,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
169E4B12-BB3D-49D1-B59C-B487084D0693,TAFTTH1,20386544,6/4/2021,TAFTTH1_20210604_2021Sum_TS,Water,"Temperature, water",9.10615,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
169EA85D-6357-477F-A923-69B67E2DDF29,CEDARTH2,21119083,4/28/2022,CEDARTH2_20220428_2021Fall_TS,Water,"Temperature, water",6.06763,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
169EAF96-842A-4BB4-9B73-F8B2EC0B4BB3,CEDARTH2,10699459,6/10/2021,CEDARTH2_20210610_2021Sum_TS,Water,"Temperature, water",10.222,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
169FC29A-5A23-4380-B9D4-84ACA720D274,WILLOBTH1,21119023,7/6/2022,WILLOBTH1_20220706_2022Sum_TS,Water,"Temperature, water",12.9439,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
169FD4AE-4033-484C-B05D-D0F9627E404B,WINFLDTH2,21119034,9/17/2022,WINFLDTH2_20220917_2022Sum_TS,Water,"Temperature, water",13.0987,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16A1A5C7-964C-41DF-BCE7-B6A809CEA4C8,GOODTH2,21119036,7/19/2022,GOODTH2_20220719_2022Sum_TS,Water,"Temperature, water",13.3714,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16A4C499-E319-43C9-A9B7-568D37C7AA62,FLETCHTH2,10560281,8/20/2021,FLETCHTH2_20210820_2021Sum_TS,Water,"Temperature, water",13.906,deg C,Calculated,1,Daily Maximum,1 Day,24,NULL,32:58.3,24:59.6,42:31.2
16A512CD-7624-415C-B6E7-8EF6EC8B3466,WINFLDTH2,20651384,10/8/2021,WINFLDTH2_20211008_2021Sum_TS,Water,"Temperature, water",8.69528,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16A52AC2-1BB0-4BD8-9BF1-3FB00B905041,WTWINTH2,20651388,6/26/2022,WTWINTH2_20220626_2022Sum_TS,Water,"Temperature, water",12.1654,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16A7E98B-B85F-48FE-8340-C24832E3A393,OWLTH1,20651380,12/31/2021,OWLTH1_20211231_2021Fall_TS,Water,"Temperature, water",3.1523,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16A82D34-E1E1-438B-8D58-8E908A386289,ROCKTH1,21337446,6/2/2022,ROCKTH1_20220602_2022Sum_TS,Water,"Temperature, water",10.712,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16A8CEAF-DFB6-465C-8131-333E78D4232E,SIXMILETH1,10699431,6/4/2022,SIXMILETH1_20220604_2022Sum_TS,Water,"Temperature, water",10.1907,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16A932C5-9018-43F0-83A3-141E7BD6E44F,WFKALTH1,21337440,6/20/2022,WFKALTH1_20220620_2022Sum_TS,Water,"Temperature, water",10.858,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16AA7983-BD81-4D98-9B95-088918472880,NOLANTH3,21119053,4/17/2022,NOLANTH3_20220417_2021Fall_TS,Water,"Temperature, water",4.9806,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16AAE133-9121-479C-BAA9-18434DEE8A40,EFKALTH1,21119060,4/22/2022,EFKALTH1_20220422_2021Fall_TS,Water,"Temperature, water",8.09774,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16AAE2E1-BCC4-4C65-9436-E2EA9F84A03C,EFKALTH1,21119060,7/22/2021,EFKALTH1_20210722_2021Sum_TS,Water,"Temperature, water",12.9285,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
16ABDAA3-3573-4568-A933-DAB7F11ECC68,LINETH1,20651389,6/6/2022,LINETH1_20220606_2022Sum_TS,Water,"Temperature, water",8.73818,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16AD9818-8AEA-45BE-822A-25D838CB9DB8,OWLTH2,20651393,8/10/2021,OWLTH2_20210810_2021Sum_TS,Water,"Temperature, water",14.7764,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
16AE58F6-4ED2-4359-9FE1-971FA4E75D3C,HOHTH3,21119021,9/26/2022,HOHTH3_20220926_2022Sum_TS,Water,"Temperature, water",17.4178,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16AE6EA5-7E46-4423-91EC-DDBAF40313A4,WILLOBTH1,21119077,11/27/2021,WILLOBTH1_20211127_2021Fall_TS,Water,"Temperature, water",8.74097,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16AF20CA-F766-4939-A9CE-B9A787CF9BEC,GOODTH1,21119082,7/21/2022,GOODTH1_20220721_2022Sum_TS,Water,"Temperature, water",14.8944,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16AF53E0-81E9-4B16-8F7A-EB497C25C391,WTWINTH1,20386534,8/31/2021,WTWINTH1_20210831_2021Sum_TS,Water,"Temperature, water",9.45629,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
16AFBB3E-B998-4328-90CD-9F51C66DA85A,MAPLETH1,21119025,6/16/2022,MAPLETH1_20220616_2022Sum_TS,Water,"Temperature, water",9.31734,deg C,Calculated,1,Daily Minimum,1 Day,28,NULL,09:13.7,24:59.6,NULL
16B1C9A8-632B-417A-B159-E4EC0875ABAD,TAFTTH1,20386544,7/17/2022,TAFTTH1_20220717_2022Sum_TS,Water,"Temperature, water",9.435,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16B2B4F0-EA0A-44C6-B780-4F6BB8334539,MAPLETH1,21119025,10/10/2022,MAPLETH1_20221010_2022Sum_TS,Water,"Temperature, water",12.7601,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16B2B66D-FA5F-4C8A-9A66-4F32B23F25E8,ALDERTH1,20386553,7/7/2021,ALDERTH1_20210707_2021Sum_TS,Water,"Temperature, water",14.577,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
16B2C637-AFFC-439B-91BE-B388A0E6C37D,WPOLETH1,21337441,8/23/2022,WPOLETH1_20220823_2022Sum_TS,Water,"Temperature, water",14.9051,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16B343F4-F627-4303-8B18-66F7D25A3918,ELKTH1,21119061,9/20/2021,ELKTH1_20210920_2021Sum_TS,Water,"Temperature, water",11.7994,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
16B37F9E-CB12-4A66-872C-5599BDA49486,ALDERTH1,20386553,7/7/2022,ALDERTH1_20220707_2022Sum_TS,Water,"Temperature, water",13.7374,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16B38417-C1FF-4471-B309-577971F7AE42,ANDERTH2,21119080,9/7/2021,ANDERTH2_20210907_2021Sum_TS,Water,"Temperature, water",13.1922,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
16B3CD12-1CD3-4E45-853B-151318277340,OWLTH1,20651380,1/2/2022,OWLTH1_20220102_2021Fall_TS,Water,"Temperature, water",4.46959,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16B59CFE-C3BC-40EC-938E-AC1C8E3EDC09,ANDERTH2,21119033,9/3/2022,ANDERTH2_20220903_2022Sum_TS,Water,"Temperature, water",14.7672,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16B5BC21-05C1-4445-A156-7526BA427C17,JACKTH1,21119079,1/18/2022,JACKTH1_20220118_2021Fall_TS,Water,"Temperature, water",5.63729,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16B6C329-A777-4116-B100-2036D9D2243A,CANYOTH1,10699480,6/21/2021,CANYOTH1_20210621_2021Sum_TS,Water,"Temperature, water",11.904,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16B6DEC5-33B2-4017-AABB-6268DD43FE58,SNIDERTH1,20386526,7/31/2021,SNIDERTH1_20210731_2021Sum_TS,Water,"Temperature, water",12.316,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
16BA077C-4862-41CB-9DBE-9649AC6B0F0B,CHALATH2,21119057,3/26/2022,CHALATH2_20220326_2021Fall_TS,Water,"Temperature, water",8.1483,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16BBE834-A8AE-40B3-B5F4-ECF06BD7DB33,ELKTH2,21119024,7/6/2022,ELKTH2_20220706_2022Sum_TS,Water,"Temperature, water",11.6964,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16BD6041-B17F-45ED-B1F0-EFC7AFE917B1,ANDERTH2,21119033,7/30/2022,ANDERTH2_20220730_2022Sum_TS,Water,"Temperature, water",13.8191,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16BD6FC8-7709-4B63-B590-12E32F787488,HOHCRKTH1,20386529,5/26/2022,HOHCRKTH1_20220526_2022Sum_TS,Water,"Temperature, water",5.565,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16BEF3BE-64F6-44FC-8E1A-D5A06DF7DE18,CEDARTH2,21119083,5/20/2022,CEDARTH2_20220520_2021Fall_TS,Water,"Temperature, water",8.25555,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16BF725D-CE53-4DC2-BF81-CE37CD1D6F18,CEDARTH2,21119083,12/13/2021,CEDARTH2_20211213_2021Fall_TS,Water,"Temperature, water",6.77855,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16BF7C82-2F84-437C-8AC6-1AF3F28271DC,WINFLDTH2,20651384,8/12/2021,WINFLDTH2_20210812_2021Sum_TS,Water,"Temperature, water",14.7121,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16C05212-DBB5-414E-9E4A-8F8E09AE3C01,WFKALTH1,21119058,11/13/2021,WFKALTH1_20211113_2021Fall_TS,Water,"Temperature, water",9.80456,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16C1BC7C-655A-43B4-93D2-6802EAF74EE4,LOSTTH1,21119070,9/27/2021,LOSTTH1_20210927_2021Sum_TS,Water,"Temperature, water",12.2346,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16C21F22-862F-42B5-A908-FB61AD63F862,ROCKTH1,21337446,6/10/2022,ROCKTH1_20220610_2022Sum_TS,Water,"Temperature, water",10.271,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16C38CE1-3127-49A0-A196-7DA825893F37,WFIRONMTH1,20386531,6/5/2021,WFIRONMTH1_20210605_2021Sum_TS,Water,"Temperature, water",10.516,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
16C4E34E-8B97-4B50-ADAA-F3D0FF1859B8,ANDERTH2,21119033,8/1/2022,ANDERTH2_20220801_2022Sum_TS,Water,"Temperature, water",14.4439,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16C54FD8-A1C0-4CC6-B19C-CC986F478DDC,CRIPPTH1,20651387,8/21/2022,CRIPPTH1_20220821_2022Sum_TS,Water,"Temperature, water",10.5722,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16C61493-B906-4C17-B1C6-EE7DD018EBD2,ELKTH1,21119020,9/11/2022,ELKTH1_20220911_2022Sum_TS,Water,"Temperature, water",10.8725,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16C6EC9D-8972-4D0D-9C4B-44731C6D5EBF,GOODTH2,21119036,5/29/2022,GOODTH2_20220529_2022Sum_TS,Water,"Temperature, water",8.7212,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16C79BA5-9E8A-4190-9553-E7085EBFB0A8,SPLITTH1,21337379,6/3/2022,SPLITTH1_20220603_2022Sum_TS,Water,"Temperature, water",9.756,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16C993A2-B0E3-4F5B-B5A0-9B83B1567AA1,WINFLDTH1,21119076,7/22/2022,WINFLDTH1_20220722_2022Sum_TS,Water,"Temperature, water",16.7299,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16CA1544-5D12-400A-AE0F-7DFF28E0892D,ANDERTH2,21119080,9/15/2021,ANDERTH2_20210915_2021Sum_TS,Water,"Temperature, water",11.7007,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
16CA6710-72B1-40FF-8A8D-8622AAD01121,HOHTH5,21337443,9/11/2022,HOHTH5_20220911_2022Sum_TS,Water,"Temperature, water",9.485,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16CAD656-B60E-4B6B-B4E5-C7D694D3AA4C,HOHTH4,21119084,4/3/2022,HOHTH4_20220403_2021Fall_TS,Water,"Temperature, water",6.70108,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16CB5A3B-7F1A-4245-B99C-B05181307504,WINFLDTH2,20651384,11/4/2021,WINFLDTH2_20211104_2021Fall_TS,Water,"Temperature, water",9.36636,deg C,Calculated,1,7DADM,7 Day,7,NULL,24:57.9,24:57.9,NULL
16CC3E6D-15EE-4C18-AEEE-923129A53E98,WILLOBTH1,21119077,8/2/2021,WILLOBTH1_20210802_2021Sum_TS,Water,"Temperature, water",14.1758,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16CCC976-4A44-4095-B12E-CB0C11E51E84,WINFLDTH2,20651384,1/28/2022,WINFLDTH2_20220128_2021Fall_TS,Water,"Temperature, water",4.36849,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16CF1C9C-0BFD-45B8-AD5B-965393758B51,WFIRONMTH1,20386528,5/12/2022,WFIRONMTH1_20220512_2022Sum_TS,Water,"Temperature, water",5.411,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16CFACD9-A98D-4AC5-84CC-A3B476ADEF86,EPOLETH1,10598988,9/26/2021,EPOLETH1_20210926_2021Sum_TS,Water,"Temperature, water",12.509,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
16CFEF94-6EB7-4DB3-A16A-34EF3956A22C,WFKALTH1,21337440,6/11/2022,WFKALTH1_20220611_2022Sum_TS,Water,"Temperature, water",10.3375,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16D1DB44-1D5A-4D82-A04B-3B20C167987A,GOODTH1,21119074,4/6/2022,GOODTH1_20220406_2021Fall_TS,Water,"Temperature, water",5.42413,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16D3E643-3F36-4983-8D5D-152EB7AEE804,TOWERTH1,20386549,7/2/2021,TOWERTH1_20210702_2021Sum_TS,Water,"Temperature, water",13.978,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16D636E7-5292-469E-BD51-0A75E00FF1E0,HOHTH5,10699495,6/12/2021,HOHTH5_20210612_2021Sum_TS,Water,"Temperature, water",8.9816,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
16D70CA0-F889-4065-B835-2C6E78EB5680,ALDERTH1,20386553,7/18/2022,ALDERTH1_20220718_2022Sum_TS,Water,"Temperature, water",13.738,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16D7E0EB-0AFA-4137-A8AE-1A3715260687,HOHTH1,21337448,6/2/2022,HOHTH1_20220602_2022Sum_TS,Water,"Temperature, water",12.195,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,09:13.7,24:59.6,NULL
16DA217D-789D-4464-89F7-A3C72861E47D,HOHTH3,21119021,9/25/2022,HOHTH3_20220925_2022Sum_TS,Water,"Temperature, water",16.3124,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16DA303F-1372-4BBB-8EAB-8A7B50F83334,ROCKTH1,20386552,7/27/2021,ROCKTH1_20210727_2021Sum_TS,Water,"Temperature, water",15.342,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,32:58.3,24:59.6,42:31.2
16DA6DFF-27BD-43BF-BB20-FD2678E6A7C5,WINFLDTH2,20651384,12/19/2021,WINFLDTH2_20211219_2021Fall_TS,Water,"Temperature, water",6.64679,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16DA818B-AE49-4900-9F13-C5CCDAC0E122,MCQUARYTH1,10699488,9/8/2021,MCQUARYTH1_20210908_2021Sum_TS,Water,"Temperature, water",14.7134,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
16DAF333-7D95-4577-A024-B511590145A1,BRADENTH2,21119056,8/7/2021,BRADENTH2_20210807_2021Sum_TS,Water,"Temperature, water",14.9128,deg C,Calculated,1,7DADM,7 Day,7,NULL,33:14.0,21:52.7,42:31.2
16DB3B57-4CFC-435E-AA81-07D784016ECF,SNIDERTH1,20386526,8/9/2021,SNIDERTH1_20210809_2021Sum_TS,Water,"Temperature, water",11.443,deg C,Calculated,1,Daily Minimum,1 Day,96,NULL,33:06.0,24:59.6,42:31.2
16DCCFE8-572C-4276-832F-059420361EF1,WINFLDTH1,21119076,7/7/2022,WINFLDTH1_20220707_2022Sum_TS,Water,"Temperature, water",15.0982,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
16DD3B8C-AC12-4C17-94BD-6A37F33660A4,BRADENTH2,21119056,6/29/2021,BRADENTH2_20210629_2021Sum_TS,Water,"Temperature, water",16.3788,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
16DD8C5F-EA57-4D78-8CDD-77D0DE367F02,CEDARTH2,10699459,6/25/2021,CEDARTH2_20210625_2021Sum_TS,Water,"Temperature, water",13.4166,deg C,Calculated,1,Mean,1 Day,96,NULL,32:51.8,24:59.6,42:31.2
16DDC357-5F2B-4E4E-8FA4-137773420581,SNIDERTH1,20386526,8/20/2022,SNIDERTH1_20220820_2022Sum_TS,Water,"Temperature, water",12.1968,deg C,Calculated,1,Mean,1 Day,96,NULL,08:54.5,24:59.6,NULL
16DDCEFB-47FF-434C-97EE-C54E0F7B1608,OWLTH2,21119067,7/30/2022,OWLTH2_20220730_2022Sum_TS,Water,"Temperature, water",15.9883,deg C,Calculated,1,Daily Maximum,1 Day,96,NULL,09:04.6,24:59.6,NULL
